width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
4	0.373440	-1.4210516287294637	37344	100000	0.393431	continue
5	0.066350	-3.9137597241792563	6635	100000	0.471484	continue
6	0.009970	-6.6481907800386164	997	100000	0.492313	continue
7	0.001450	-9.4297313844218777	145	100000	0.488647	stop
