width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
6	0.916700	-0.12547842139983334	91670	100000	0.227915	continue
7	0.668790	-0.58037481902698018	66879	100000	0.340870	continue
8	0.392080	-1.3507800430270553	39208	100000	0.433852	continue
9	0.201460	-2.3114346756389099	20146	100000	0.497183	continue
10	0.098600	-3.3422685431715382	9860	100000	0.526345	continue
11	0.047870	-4.3847343837170456	4787	100000	0.556558	continue
12	0.022370	-5.4822909333776932	2237	100000	0.584151	stop
