width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
5	0.836730	-0.25716593268712756	83673	100000	0.254530	continue
6	0.449810	-1.1526123599831921	44981	100000	0.396789	continue
7	0.181790	-2.4596552537008005	18179	100000	0.468458	continue
8	0.064610	-3.9520987147334337	6461	100000	0.506943	continue
9	0.021670	-5.5281570363431385	2167	100000	0.515255	stop
