width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
7	0.425800	-1.2317521450971556	12774	30000	45.373568	continue
8	0.105267	-3.247874856035585	3158	30000	46.426705	continue
9	0.021067	-5.5688713048209193	632	30000	46.843869	continue
10	0.004400	-7.8282807609121523	132	30000	49.180943	continue
11	0.000800	-10.287712379549449	24	30000	50.003954	stop
