width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
4	0.478500	-1.0634091701760617	47850	100000	0.368795	continue
5	0.101610	-3.2988857022214986	10161	100000	0.467117	continue
6	0.017810	-5.8111686733351924	1781	100000	0.482445	continue
7	0.002730	-8.5168833335169598	273	100000	0.500023	continue
8	0.000500	-10.965784284662087	50	100000	0.498041	stop
