width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
4	0.607950	-0.71797541878145255	60795	100000	0.333602	continue
5	0.156170	-2.6788107541350672	15617	100000	0.454559	continue
6	0.031220	-5.0013856524589029	3122	100000	0.479905	continue
7	0.005830	-7.4222884012363162	583	100000	0.486675	continue
8	0.001130	-9.7894615120216244	113	100000	0.518025	stop
