width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
6	0.607030	-0.72016027728331011	60703	100000	0.345154	continue
7	0.291650	-1.7776900207356845	29165	100000	0.446837	continue
8	0.118780	-3.0736361571482624	11878	100000	0.480727	continue
9	0.045550	-4.4564051357473993	4555	100000	0.521336	continue
10	0.016760	-5.8988340407374604	1676	100000	0.547855	stop
