width	failure_rate	log2_failure_rate	failures	trials	avg_ms	status
6	0.776310	-0.36529522320352398	77631	100000	0.285504	continue
7	0.454440	-1.1378382678312362	45444	100000	0.395871	continue
8	0.217250	-2.202571917847687	21725	100000	0.473714	continue
9	0.098340	-3.3460778346161968	9834	100000	0.517922	continue
10	0.039890	-4.6478290663496482	3989	100000	0.532622	continue
11	0.017430	-5.842283620311127	1743	100000	0.564450	stop
